Person,Category,Quality,Text
A,Problem Investigation,Positive,Is this correct?
A,Engagement,Positive,Oh I am so sorry.
A,Engagement,Positive,"Amber, I truly understand how frustrating this is for you."
A,Engagement,Positive,"I truly do, I do."
A,Problem Investigation,Positive,I know that our shipping department tries to their best to keep the orders as accurate as possible but on very rare occasions this kind of mistake happens from time to time.
A,Engagement,Positive,And I am so sorry that this happened to you.
A,Problem Investigation,Positive,"Of course, this is not an excuse and a mistake is a mistake."
A,Problem Resolution,Positive,"And right now, what I can do is to help you resolve this issue."
A,Problem Resolution,Positive,I assure you amber what happened was an honest mistake.
A,Problem Resolution,Positive,We would never do that to our customers on purpose.
A,Problem Resolution,Positive,"Of course, you really should have received precisely what you ordered and we failed on that and for that I am truly sorry."
A,Problem Resolution,Positive,The best thing that i can do for you now is to make sure that this gets resolved as soon as possible.
A,Problem Resolution,Positive,Alright here's what I'm gonna do.
A,Problem Resolution,Positive,"Because you received the wrong item, I will request to have the correct item sent out to you within 24 business hours."
A,Problem Resolution,Positive,"So if we send it to you today, you should receive the oven before your son's birthday on Thursday."
A,Problem Resolution,Positive,All I need from you to make that happen is the photo of the wrong item you received along with a photo of the barcode.
A,Problem Resolution,Positive,Is it possible that you could send to me while we're on the line so I could already process the reshipment for you?
A,Problem Resolution,Positive,Good point Amber and I understand your doubt.
A,Problem Resolution,Positive,"But, when we encounter this kind of issue where a customer receives a damaged item or as in your case a wrong item, we always make sure to handle the matter with extra care so there will be no second mistake."
A,Problem Resolution,Positive,No chance for a second mistake happening.
A,Problem Resolution,Positive,"So, that is why aside from the 24 hour shipping, we will also do a thorough recheck of the reshipment."
A,Problem Resolution,Positive,"So, I can definitely assure you that it's going to be the correct item this time."
A,Problem Resolution,Positive,"Um, by the way Amber, do you also have the photo of the barcode of the cutting board?"
A,Problem Resolution,Positive,"Yes Amber, I would need it to have your reshipment approved as soon as possible."
A,Problem Resolution,Positive,"After that, we will ship the oven to you immediately and you should receive it within 24 hours."
A,Problem Resolution,Positive,"Um so now, I will forward the photos to the reshipment team and you should receive the oven tomorrow."
A,Problem Resolution,Positive,"About the cutting board you received, you don't have to return it."
A,Problem Resolution,Positive,Um just feel free to keep it keep it or give it away.
A,Problem Resolution,Positive,"Yeah, yes all you have to do now is to wait for the replacement to arrive tomorrow."
A,Problem Resolution,Positive,And we will take care of everything and again we are so sorry for this mistake.
A,Engagement,Positive,You're most welcome Amber.
A,Closure,Positive,Is there anything else that I can help you with today?
A,Closure,Positive,"Bye, have a great day Amber."
A,Closure,Positive,Thank you for calling home supplies.
A,Greetings,Positive,Hi.
A,Greetings,Positive,Thank you for calling Power Up company.
A,Greetings,Positive,This is Candice.
A,Greetings,Positive,How may I help you?
A,Engagement,Positive,"Sure, I'll be happy to pull up your account now and check the billing details for you."
A,Account Verification,Positive,Can I have your account number together with your first and last name?
A,Engagement,Positive,Thank you John.
A,Engagement,Positive,Just give me a few seconds to pull up your account.
A,Problem Investigation,Positive,"It was for the month of July this year, right?"
A,Problem Investigation,Positive,"Okay, I have your account pulled up now and I'm only seeing a 30 charge for the month of July this year."
A,Problem Investigation,Positive,Could you recheck your bill and review the amount?
A,Problem Investigation,Positive,"I also checked your other month's charges this year from January to July 2020 and all of these months, you were only charged 30."
A,Problem Investigation,Positive,Let me just check further though your last year.
A,Problem Investigation,Positive,"Oh, although I am seeing a 33 dollar charge here but this was way back last year on July 2019."
A,Problem Investigation,Positive,Would you mind checking the year of the billing paper you're holding right now?
A,Engagement,Positive,"No, don't worry about it John."
A,Engagement,Positive,You're welcome John.
A,Closure,Positive,Is there anything else that I can help you with today?
A,Closure,Positive,Have a good one John.
A,Closure,Positive,Thank you for calling Power Up.
A,Closure,Positive,Bye.
A,Greetings,Positive,Thank you for calling Coats and Gowns.
A,Greetings,Positive,My name is Sam.
A,Greetings,Positive,How can I help you?
A,Engagement,Positive,I do apologize for the inconvenience but let me go ahead and check if there are some notes and order details.
A,Account Verification,Positive,May I ask for the original online order number?
A,Engagement,Positive,Thank you.
A,Engagement,Positive,I do apologize but the one that you provided is actually not accepting towards our database.
A,Account Verification,Positive,Do you actually have a number that starts with triple 0 7 or 7?
A,Account Verification,Positive,"Or, can I ask for your first and last name so I can manually check it in our database?"
A,Engagement,Positive,"Alright, thank you so much Wilson."
A,Account Verification,Positive,"Okay, let me just quickly look into a portal and check any notes in your order."
A,Problem Investigation,Positive,Do you still have the return tracking from the courier company when you returned the item?
A,Problem Investigation,Positive,That's actually the return authorization from Coats and Gowns.
A,Problem Investigation,Positive,"When you returned the item to the courier company for shipping, this should have provided you with the return tracking."
A,Problem Investigation,Positive,Do you still have that?
A,Problem Investigation,Positive,It's actually printed in the upper right part of the receipt.
A,Problem Investigation,Positive,"Anyway, I tried to search for your name and nothing is coming up."
A,Account Verification,Positive,Can I ask for the order under your name originally?
A,Engagement,Positive,Thank you.
A,Account Verification,Positive,Now what's the phone number that you put into order before?
A,Engagement,Positive,Thank you.
A,Account Verification,Positive,Okay and what's the email address that you gave when you filled out the order form?
A,Engagement,Positive,Thank you.
A,Engagement,Positive,Thank you.
A,Engagement,Positive,"Okay, thank you."
A,Problem Investigation,Positive,Now I just want to make sure that I have the correct details.
A,Engagement,Positive,Please hold on for a moment.
A,Problem Investigation,Positive,I will check on the details here on my end.
A,Engagement,Positive,Okay?
A,Engagement,Positive,"Alright, okay, thank you for patiently waiting Adam. "
A,Problem Investigation,Positive,Now I can actually see here that you have called the quality informers that you'd like to return the item on the 15th of November.
